tweet,sentiment
user  hope u had a great weekendyou are unique you are valuable you have much to give loads of energy back to you amp yours,Positive
user only if you send me a shoutout ,Positive
user why dont you ever talk to me demi what have i done to you ,Negative
slacking day by day ,Negative
user wann ist denn das youtubetreffen in frankfurt ,Positive
im very upset that i missed 25 cent gelato day at soup amp co ,Negative
user just asks me if i want to report to apple i fixed it seems like one of my media sources was corrupted ,Negative
i´m sad and crying ,Negative
who else is ready to see xbox 360 natal  starcraft 2 sounds like a workout to us  no we dont think sc2 is coming to console ,Positive
user exactly ,Positive
verizon wireless has the worst possible account registration system ever slow page loads requires multiple attempts  creating account ,Negative
can anyone give me and update on  farrah fawcett ,Negative
getting ready for my first trip on cityrail since i got back i miss the underground the metro the u and sbahn and even the ny subway ,Negative
hair cut hopefully girls will stop soo woopin on me for the day ,Positive
has a stomach virus  been sick for a couple days i just want it to go away,Negative
google wave  follow me to see  a launch of unique art on tshirts and stuff someing soon  very very cool  limited editions,Positive
im kinda mad that jonas brothers werent there wen they were supposed too     but i still had fun and i can always go to their casa,Negative
im not feeling well today still about to go get in the bed ,Negative
dunno but flickr thinks im browsing from an iphone wish i had one ,Positive
user hi jeb turning indoors only to sleep  like it vey much enjoy your sunday ,Positive
user i do too ,Positive
hmm still sick this isnt cool the doctor asked my parents if they could return me ,Negative
user im so tired but not home ,Negative
user its hot  like it alot,Positive
user ah youre selling books on amazon too ,Positive
user blair i didnt know you had a twitter  what upp,Positive
user thats ok hahaha im about to get outta here anyway but im glad we reconnected ,Positive
prayers out to all those that were injured in the cowboys collapse one person paralyzed by fall ,Negative
user my user tix are in limboas usual  ,Negative
editing photos and listening to bon jovi fuck yesss ,Positive
user bobbi youre so right i noticed that a lot too i just didnt have the guts to say it out loud rofl ,Positive
morning its raining  hope youre all well,Negative
had a fabulous beach day and going out tonight ,Positive
user and here i am in bj thinking that the chinese girls has really bad taste ,Negative
user thank you i have some great twitter friends your definitely one of them ,Positive
my language is horrible  i apologize    oo,Positive
user yeah bones knows how to throw a party cant wait for next year ,Positive
goodness im sooooo tired but from tomorrow through the weekend itll be funn ,Positive
omg this storm needs to stop ,Negative
im off to work  be sure to add pnollen aka flashunderwear to you tweet have a good day gang,Negative
user your the magical house fairy my mum always used to wish would clean the house when she went out  you brought that one on youself,Positive
whyyyyyy ,Negative
my pc at home is ancient my laptop cord is broke spilled coffee on my iphone and now its dead  im in the stoneage at home ,Negative
wearing bikinis with 22°c outside nice ,Positive
user that is so true its like setting yourself for failure ,Positive
tweet tweet i have to work im sad ,Negative
wishes she was out with a right now this is a sad sad saturday night ,Negative
just left waves i wish i could have stayed longer  but going to nanas so its like double ,Negative
had a blast last night met some new people that i like but missed one person ,Negative
user thats sooooo mean  sad ,Negative
cant avoid the arrival of monday by staying awake  going to bed,Negative
has to start going to bed before 3am uuuurgh ,Negative
user user ehh u two gossip bout me while im away ekh i was asleep alr not feeling too good actually ,Negative
user check out my last tweet  dedicated to you and day day bear bahaha miss you,Positive
user http  really upset because i live in australia jonas doesnt come out till june ,Negative
daddys cooking french toast yuuuumm ,Positive
user definitely need pub discussion and it just so happens i will be up north weekend after next if youre around ,Positive
thanks guys seems a bit too hard to get out there right now so we not go there this time ,Negative
time to go to bed tomorrow its going to be another busy day i have to finish some presents  night,Positive
user hahah  yeah emang susah sihh gud luck yahh hihhi think of me aja wkwkw kiddin,Positive
alright im outta bed and back on runescape what now punks im gonna get 70 fm from 67 in one sitting 108 combat ftw i wish i was lvl 3 ,Negative
i do not like the nicu ,Negative
go wings jhubs and consey are back monday   ,Positive
at home broke and missing benny terribly ,Negative
at school learning financial stuff it sucks ,Positive
user im sure youll cry again thats sad story but nice love it ,Positive
is still waiting ,Negative
user omg  why does he needs genital surgery is he ok pls reconsider watch this informative 20 min vid http,Negative
feeling tired already actually woke up tired damnit not good very disapointed in the cpap machine ,Negative
doug just offered me  if i name the kid doug i know someone else can do better than that  ,Positive
just came back from my first city rooftop party  man even when youre next to the new yorker bldg it still gets pretty windy up there,Positive
user very probably but reckon fergie is pretty chuffed too £80m to spend isnt bad ,Positive
user love you lucas your amazing and you make everyone laugh  dont worry about all of that nonsense  l,Positive
going to bed now  with the song birtday by leighton meester and awesome new republic stuck to my brain haha ,Positive
 user ,Positive
user psh i dont like sports  but i do like nuggets,Negative
user nah just been hella buggrd all day im emitting negative energy and its going against all that jason mraz has taught me ,Negative
at work and in a bad mood ,Negative
i feel so bad 4 my dadhis really good friend died and the worst thing is that he apparently killed himself  my dad is really depressed,Negative
