sentiment,headline,words
neutral,Surya Roshni posts Rs 11.90-crore net profit in Q1 FY13,10
neutral,Taj Group names P V Ramana Murthy as Global Head-HR,10
neutral,Tata Power posts Rs 247 crore profit in September quarter,10
neutral,Tata Power Q3 consolidated PAT seen at Rs 230 crore,10
neutral,Tata Power: Existing investors should participate in upcoming rights issues,10
neutral,Telecom sector can see several M&As post elections: Gaurang Shah,10
neutral,Three Chinese asset managers commit funds to stock purchase plans,10
neutral,"Three PSBs to Raise Rs 4,500 cr in perpetual bonds",10
neutral,"Traders expect gold prices to be rangebound, options data show",10
neutral,Trend Micro appoints Dhanya Thakkar as MD India and SAARC,10
neutral,"Ultratech Cement: High costs mar show, but future prospects bright",10
neutral,Uninor CEO Yogesh Malik quits; Sigve Brekke made interim CEO,10
neutral,UP mills may have to wait for central subsidy benefits,10
neutral,Vishal Retail posts Q4 net profit at Rs 10.47 cr,10
neutral,Vodafone ropes in Philips President & CEO as new Chairman,10
neutral,What happening in the oil market right now is 'unprecedented',10
neutral,What should investors do with TCS ahead of Q2 results?,10
neutral,Where are markets headed? 6080 is the new magic number,10
neutral,Where is the market headed? Here is what technicals show,10
neutral,Why long-term investors should believe in Infosys CEO Vishal Sikka,10
neutral,Wipro Q2 PAT at Rs 2085 crore: Ten key takeaways,10
neutral,"With unique business model, Repco to benefit from economic recovery",10
neutral,"WNS appoints Adrian Dillon, Renu Karnad to Board of Directors",10
neutral,100 Infosys shares for 9.5K in 1993 now worth 4 crore,11
positive,2014: A year for midcaps - Do you have a strategy?,11
neutral,3-5 per cent correction unlikely to affect markets: P Phani Sekhar,11
neutral,5490 is a key level for the Nifty today: Ashwani Gujral,11
neutral,6150 on the Nifty looks a matter of time: Ashwani Gujral,11
neutral,"AAP effect: After sizzling 2013, foggy start for Sensex in 2014",11
neutral,"Adlabs cuts IPO price band, extends offer date on muted response",11
neutral,"Adopt bottom-up approach to investing, says Prakash Diwan on banking stocks",11
neutral,Air India finally sacks Arora as COO of its budget airline,11
neutral,"Airbus appoints Srinivasan Dwarakanath as India CEO, Charles Champion as chairman",11
neutral,Airtel hires IT expert Manish Prakash to head its enterprise unit,11
neutral,Ajit Kalghatgi is Bharat Electronics Limited's new Director Research and Development,11
neutral,Another 200-300 points downside is possible on Bank Nifty: Ashwani Gujral,11
neutral,Arvind Saxena appointed as MD of Volkswagen Passenger Cars in India,11
neutral,Bank of Baroda issues $750 million dollar bonds for 5.5 years,11
neutral,Battery companies an interesing prospect in the coming days: Ajay Bagga,11
neutral,Beat Fed blues with these top 15 high-conviction ideas by experts,11
neutral,Bengaluru-based builder Unishire raises Rs 126 crore through issue of NCDs,11
neutral,"Better coordination needed to check ponzi menace: UK Sinha, Sebi chief",11
neutral,Bharti Realty appoints S K Sayal as Managing Director and CEO,11
neutral,"Bond issuers seek better pricing after RBI rate cut, rethink offers",11
positive,"BPCL can be bought on all declines: Ashwani Gujral, Market Strategist",11
neutral,"BSE Sensex flirts with 25,000 levels; top eleven stocks in focus",11
neutral,"Cairn India Rs 5,725 crore share buyback starts on January 23",11
neutral,"Call data record is important evidence in fraud cases, says Sebi",11
neutral,Camlin Fine Sciences posts Rs 4.28 crore net profit in Q1,11
neutral,Canara Bank hands over dividend of Rs 348.81 cr to government,11
neutral,"Cheaper inputs help, but weak demand a drag on Asian Paints",11
neutral,China stocks end firmer as investors switch into tech from property,11
neutral,China stocks mixed as investors hold back before SH-HK connect launch,11
neutral,Claris to buy-back 14.49 per cent stake for Rs 231.25 crore,11
neutral,Claris to buy-back 14.49 per cent stake for Rs 231.25 crore,11
neutral,Co-founder PV Ramaprasad Reddy becomes billionaire as Aurobindo triples to record,11
neutral,Commodity bourse ICEX plans rights issue as part of revival plan,11
neutral,Companies should get listed within six days of share sale: Sebi,11
neutral,"Cong agrees to cooperate on 6 key bills, no-go for GST",11
neutral,Continue to hold on to long positions in Nifty: Mitesh Thacker,11
neutral,Data surge to support Airtel's growth but African woes may stay,11
neutral,"December quarter earnings, macro data to drive markets this week: Experts",11
neutral,Declining trend is about to get over for VIP: Mitesh Thacker,11
neutral,Delta Corp will have sustainability only after 65 levels: Vijay Bhambwani,11
neutral,Dhunseri Petrochem and Tea posts Q4 PAT at Rs 25.08 crore,11
neutral,D-Street could move 2% on either side on Thursdays Fed outcome,11
neutral,"DVC aims to raise 1,600 cr from bonds for funding expansion",11
neutral,Exchanges need to change mindset: Bombay Stock Exchange chief Ashish Chauhan,11
neutral,Expect Nifty to test 6000 in next few months: BP Singh,11
neutral,"Expect Nifty to touch level of 6,900 by year-end: Gautam Chhaochharia",11
neutral,Expect Nifty to be rangebound between 8420 and 8530: Mitesh Thacker,11
neutral,F&O Tracker: Watch out for BankNifty & FII cash market data,11
neutral,Fertiliser cos need to move out of subsidiary regime: UR Bhat,11
neutral,"FIIs, sovereign funds to keep India mkt full of liquidity: RBS",11
positive,Five reasons why markets could make fresh record high anytime now,11
neutral,Five reasons why markets won't fall for US Fed's taper tantrum,11
neutral,Five things to watch out for from Wipro results and commentary,11
neutral,"Franklin Templeton buys record Rs 16,000-crore government securities in a day",11
neutral,F-Secure appoints Adarsh Kaul as India director for sales and marketing,11
neutral,FX traders to be interviewed as part of BoE probe: Sources,11
neutral,Global happenings likely to affect markets in the short-term: Prateek Agarwal,11
neutral,Global markets: Economic data will continue to be important this week,11
neutral,GoDaddy's IPO to value web-hosting company at up to $2.87 billion,11
neutral,Government selects 5 bankers to manage Indian Oil Corporation stake sale,11
neutral,Grasim looks good but range of growth not much: Sudip Bandyopadhyay,11
neutral,"Gunit Chadha, Deutsche Bank India CEO to move as co-head Asia",11
neutral,"Heard on the Street: SKS Microfinance, Ex-CEO Gurumani seen in settlement",11
neutral,Here are the 10 big market stories that will dominate 2015,11
neutral,"Hindalco: Rising input costs a worry, but buoyant demand may help",11
neutral,Hopes of policy clearances by government driving metal stocks: Arindam Ghosh,11
neutral,"Hospitality doyen, Leela group founder Capt C P Krishnan Nair dead",11
neutral,How to hedge yourself against ripples from Asias biggest economy China,11
neutral,How to play Tata Consultancy Services stock ahead of Q4 results,11
neutral,"IIFCL too boards infra bond wagon, to raise Rs 1,200 cr",11
neutral,IL&FS Transportation Rs 524 crore rights issue to open on Monday,11
neutral,In no hurry to recommend 'Buy' on Coal India: Mehraboon Irani,11
neutral,Indian Energy Exchange appoints S N Goel as CEO & MD,11
neutral,Infosys director Ann M Fudge wont seek reappointment after term expiry,11
neutral,Infosys riding on Vishal Sikka anticipated turnaround strategy: P Phani Sekhar,11
neutral,Infosys to get list of CEO probables by June 1st week,11
neutral,Investors may not gain much from new structure of Crompton Greaves,11
neutral,Investors turn focus to proxy benchmark government bond maturing in 2028,11
neutral,IT sector continues to be enduring story of India: Jagdish Malkani,11
neutral,"Japan Post: IPO to include separate listings of bank, insurance units",11
neutral,Japanese messaging app Line files for IPO valued above $10 billion,11
neutral,Lanco Infratech board to consider compulsory convertible debentures issuance next week,11
neutral,"Look out for opportunities in midcap companies: Tushar Pradhan, HSBC AMC",11
neutral,"Macro data, FIIs to decide Indian mkt trend this week: Experts",11
neutral,Manpasand IPO hits market today; should you buy? What analysts say,11
neutral,"Market driven by expectation of a reformist government, says Vijai Mantri",11
neutral,Market is chasing anything related with Gujarat or Modi: Jagdish Malkani,11
neutral,"Market may remain sideways; 8,150-8,200 range holds the key: Ashwani Gujral",11
neutral,Markets to trade in range till Bihar election results: Sudip Bandhopadhyay,11
neutral,Maruti Suzuki flat ahead of Q1 results; here what to expect,11
neutral,MCX receives nearly 60 applications for MD and CEO vacant post,11
neutral,Michael Mayer appointed Director of  Volkswagen Passenger Cars in India,11
neutral,Mphasis: No major turnaround for the company in the near term,11
neutral,Need to maintain long positions in the given market: Ashwani Gujral,11
neutral,Next couple of days will indicate direction for markets: Ashwani Gujral,11
neutral,"Nifty can reach 8000 levels in six months, says Ajay Bagga",11
neutral,Nifty could go upto 8400-8450 in the near future: Deven Choksey,11
neutral,"Nifty stuck in a range, focus on individual stocks: Mitesh Thacker",11
neutral,"Nifty to consolidate at current levels; 9,000 still away: Kunj Bansal",11
neutral,Nifty to stay between 6000-6400 prior to general elections: Jagdish Malkani,11
neutral,Nokia India appoints V Sembian as new head of Chennai factory,11
neutral,Now open: Narayana Hrudayalaya IPO likely to cross the line today,11
neutral,P Padmanabhan takes over as Managing Director of Numaligarh Refinery Limited,11
neutral,Perpetual bonds are quite a hit with investors in rate-cut season,11
neutral,Policy push likely to stabilise rupee in 60-61 band: Prateek Agarwal,11
neutral,"Poll: Us Federal Reserve may rates twice in 2015, say economists",11
neutral,PSUs need to operate on economic principles to perform: Dipan Mehta,11
neutral,"Raghuram Rajan says, 'premature' to scrap foreign limits in government debt",11
neutral,Ramco Systems plans to raise Rs 123 crore from rights issue,11
neutral,Rashtriya Ispat Nigam Ltd PAT for FY12 at Rs 751 crore,11
neutral,Rathin Basu appointed Country President of Alstom India & South Asia,11
neutral,RBI tightens norms for NBFCs; heres how it impacts different stocks,11
neutral,"Really like the new start-up spaces, says Deepak Shenoy, Capital Mind",11
neutral,Reduction in diesel prices will not be taken negatively: Ajay Bodke,11
neutral,"Religare Health to raise upto Rs 2,373 crore in Singapore IPO",11
neutral,Results announcement: NTPC asks directors not to trade in its shares,11
neutral,RNRL will rise beyond current levels before declining earnestly: Deepak Mohoni,11
neutral,"Rs 2,000 cr SBI bond issue to hit markets next Monday",11
neutral,S Padmanabhan appointed as Executive Chairman of Tata Quality Management Services,11
neutral,Samvat 2071: Top nine stocks for Diwali 2014 by Microsec Capital,11
neutral,SAP Names Adaire Fox-Martin as President of Asia Pacific Japan Region,11
neutral,Search panel recommends S S Mundra for RBI Deputy Governor's role,11
neutral,Sebi may allow other financial regulators to access central KYC data,11
neutral,Sebi mulls stronger norms to check misuse of POAs by brokers,11
neutral,"Sebi tightens screws on dubious inflows from loosely regulated, offshore entities",11
neutral,Sensex at 25000 on election results day? Brokers get cold feet,11
neutral,"Sensex may touch 28,000 mark in 2014-15 financial year: Deven Choksey",11
neutral,Sensex trading in a narrow range; top ten stocks in focus,11
neutral,Sensex trading in a narrow range; top twelve stocks in focus,11
neutral,Shaking up the management: What is in store for Standard Chartered?,11
neutral,Shareholders give LSE green light for $2.7 billion Frank Russell deal,11
neutral,Shemaroo Entertainment Rs 120 crore IPO to open on September 16,11
neutral,"Shilpa Shetty, Raj Kundra snap up defunct Hindusthan Safety Glass Industries",11
neutral,"SIC Global launches Stockal, Indias first mobile-based platform for global investments",11
neutral,"SREI Infrastructure to raise up to Rs 1,500 crore via NCDs",11
neutral,Star appoints M K Srinivasan as senior VP for North America,11
neutral,"Stay invested in Coal India, but don't add anymore: Neeraj Deewan",11
neutral,"Still enough trading opportunities in primary sectors: Prakash Diwan, Altamount Capital",11
neutral,Swing calls that can give sharp returns in a weak market,11
neutral,Tata Global Beverages names Ajoy Misra as new MD & CEO,11
neutral,"Too much diversification is not helpful: Parag Telang, Dhanayush Capital Advisors",11
neutral,"Top Ramen maker, Nissin Foods, appoints Gautam Sharma as India MD",11
neutral,Unwinding of longs key feature of the stock market in June,11
neutral,Varun Berry to take over as CEO of PepsiCo India Foods,11
neutral,Volatility may force a rethink on short-term inflows into government bonds,11
neutral,Wall Street Week Ahead: Tech earnings take center stage next week,11
neutral,Cushman and Wakefield appoints PR Srinivas as director of hospitality service,11
neutral,"5550 is likely to be tested: Sandeep Wagle, APTART Technical Advisory Services",12
neutral,6500 to 6800 is now the range for the Nifty: Sandeep Wagle,12
neutral,7080 mark to watch for Nifty traders on intraday basis: Mitesh Thacker,12
neutral,"AEGON Religare Life Insurance  names K S Gopalakrishnan as MD, CEO",12
neutral,"Anil Manghnani, Director, Modern Shares and Stockbrokers Limited talks about performing stocks",12
neutral,Ansal Properties & Infrastructure posts Q4 net profit at Rs 13.55 crore,12
neutral,Asset rejig tightening will have big impact on banking system: UR Bhat,12
neutral,Betting on dividend yields: Top ten stocks that can counter market volatility,12
neutral,Big ticket market debuts like Coffee Day Enterprises mask thin IPO pipeline,12
